arm,index,model,prompt_tokens,frontend_wait_s,local_scheduler_wait_s,prefill_wait_s,actual_prefill_service_s,decode_start_wait_s,ttft_s,tpot_s,e2e_s
D0,421,model_2,42,0.0005180835723876953,0.0017333030700683594,0.015923023223876953,0.02666330337524414,0.02872943878173828,0.04483771324157715,0.043175269673754284,12.392964839935303
D0,422,model_2,323,0.0007669925689697266,0.0020771026611328125,0.1327528953552246,0.026036500930786133,0.08998441696166992,0.16163349151611328,0.06948067247867584,1.2733242511749268
D0,423,model_3,218,0.0007116794586181641,0.0016562938690185547,0.00440216064453125,0.033811092376708984,0.07659101486206055,0.04058122634887695,0.07431034743785858,1.2295467853546143
D0,424,model_6,27,0.0006842613220214844,0.0054798126220703125,0.3472018241882324,0.03757119178771973,0.08977007865905762,0.39093708992004395,0.05408074981287906,5.528608322143555
D0,425,model_5,184,0.0007998943328857422,0.009407997131347656,0.1744530200958252,0.0461878776550293,0.08459806442260742,0.2308487892150879,0.07701193360977521,17.09646224975586
D0,426,model_3,563,0.0006556510925292969,0.008890151977539062,0.1235513687133789,0.04880809783935547,0.07878303527832031,0.18190526962280273,0.03163473308086395,0.688060998916626
D0,427,model_3,389,0.0007374286651611328,0.005225419998168945,0.00869131088256836,0.0619807243347168,0.02523207664489746,0.07663488388061523,0.029107972195273953,0.6296863555908203
D0,428,model_5,752,0.0008153915405273438,0.002620697021484375,0.01870131492614746,0.1228339672088623,0.0353541374206543,0.14497137069702148,0.06278227723163107,1.5889637470245361
D0,429,model_2,53,0.0012416839599609375,0.006303310394287109,0.0075418949127197266,0.026461124420166016,0.021729469299316406,0.04154801368713379,0.040203786144653954,15.479801893234253
D0,430,model_2,782,0.0006003379821777344,0.0052204132080078125,0.01653766632080078,0.06075096130371094,0.016194581985473633,0.08310937881469727,0.0315764844417572,0.5883331298828125
D0,431,model_5,8,0.0006968975067138672,0.004621267318725586,0.018477678298950195,0.031682729721069336,0.0967550277709961,0.055478572845458984,0.07771573450741352,23.214767456054688
D0,432,model_5,136,0.00042438507080078125,0.0016505718231201172,0.008661270141601562,0.05720925331115723,0.03835749626159668,0.06794548034667969,0.07442650032043457,9.371258020401001
D0,433,model_2,175,0.00037407875061035156,0.003809213638305664,0.061621904373168945,0.030099153518676758,0.0779721736907959,0.09590435028076172,0.0403408136437921,11.068605661392212
D0,434,model_6,473,0.0006856918334960938,0.0005273818969726562,0.03267812728881836,0.09230494499206543,0.031989097595214844,0.12619614601135254,0.049086347222328186,0.9115777015686035
D0,435,model_5,13,0.0005402565002441406,0.0022411346435546875,0.03830361366271973,0.031041860580444336,0.032317399978637695,0.07212686538696289,0.07737446308135987,19.41574263572693
D0,436,model_3,2594,0.0007479190826416016,0.006735801696777344,0.22766685485839844,0.22538399696350098,0.10323381423950195,0.46053457260131836,0.0498205441981554,19.591623544692993
D0,437,model_5,376,0.00039315223693847656,0.006393909454345703,0.00852656364440918,0.0776832103729248,0.06598186492919922,0.09299683570861816,0.06177742779254913,1.0814356803894043
D0,438,model_2,11,0.0003476142883300781,0.0027201175689697266,0.10990715026855469,0.06611227989196777,0.02691817283630371,0.17908716201782227,0.05792593133860621,1.8589391708374023
D0,439,model_4,41,0.0006957054138183594,0.004801511764526367,0.04268240928649902,0.03332638740539551,0.032312870025634766,0.08150601387023926,0.04669341258704662,18.011776447296143
D0,440,model_3,734,0.0008363723754882812,0.007645845413208008,0.2202005386352539,0.07285618782043457,0.027904033660888672,0.30153894424438477,0.03129352629184723,0.8022353649139404
D0,441,model_2,26,0.0003409385681152344,0.0016939640045166016,0.006821393966674805,0.039084434509277344,0.027043819427490234,0.047940731048583984,0.039225843307134266,11.658790349960327
D0,442,model_5,102,0.0005357265472412109,0.00811624526977539,0.029264450073242188,0.050620079040527344,0.03801608085632324,0.08853650093078613,0.07735322477916877,29.792174816131592
D0,443,model_2,492,0.0005080699920654297,0.008739471435546875,0.008804082870483398,0.039687156677246094,0.024965763092041016,0.0577387809753418,0.07915505766868591,1.3242197036743164
D0,444,model_5,2587,0.0006489753723144531,0.010323762893676758,0.01774907112121582,0.24547791481018066,0.12160110473632812,0.2741997241973877,0.07949598144938927,21.102146863937378
D0,445,model_1,29,0.0006978511810302734,0.0050084590911865234,0.00834965705871582,0.01226949691772461,0.01790785789489746,0.026325464248657227,0.035732307160894074,13.747531414031982
D0,446,model_4,17,0.0005872249603271484,0.01019740104675293,0.012473821640014648,0.03840827941894531,0.07507157325744629,0.06166672706604004,0.04840020844890813,15.259332180023193
D0,447,model_3,270,0.0005524158477783203,0.004148960113525391,0.05001473426818848,0.033003807067871094,0.5479652881622314,0.08771991729736328,0.04863455876782166,9.863266229629517
D0,448,model_4,8,0.0004699230194091797,0.0029449462890625,0.5325436592102051,0.026787996292114258,0.04268312454223633,0.562746524810791,0.030674502963111513,1.2069110870361328
D0,449,model_5,301,0.00048351287841796875,0.0037631988525390625,0.4794623851776123,0.04657864570617676,0.027673959732055664,0.5302877426147461,0.04897835850715637,1.313941478729248
D0,450,model_2,76,0.0005514621734619141,0.004820108413696289,0.3896205425262451,0.016334056854248047,0.1318502426147461,0.41132616996765137,0.03878758351008097,8.789444208145142
D0,451,model_5,17,0.0004832744598388672,0.001171112060546875,0.3196752071380615,0.04661440849304199,0.02763986587524414,0.36794400215148926,0.07647225509087245,29.73328995704651
D0,452,model_6,383,0.0006153583526611328,0.010336160659790039,0.2411355972290039,0.08952140808105469,0.06177210807800293,0.34160852432250977,0.0540628278528461,14.506069421768188
D0,453,model_1,9,0.0010557174682617188,0.002608060836791992,0.06023097038269043,0.06026053428649902,0.03454709053039551,0.12415528297424316,0.03355169420440992,13.008005857467651
D0,454,model_2,639,0.0004260540008544922,0.0053255558013916016,0.06953549385070801,0.020656824111938477,0.0438690185546875,0.09594392776489258,0.03358163616874001,2.3123319149017334
D0,455,model_3,1498,0.0004229545593261719,0.010016202926635742,0.07213187217712402,0.0895700454711914,0.05517292022705078,0.17214107513427734,0.04629239357507276,11.884116649627686
D0,456,model_5,698,0.0006458759307861328,0.010114431381225586,0.02839207649230957,0.08320140838623047,0.05737423896789551,0.12235379219055176,0.05452902317047119,1.2129342555999756
D0,457,model_4,66,0.0004062652587890625,0.00928640365600586,0.016529083251953125,0.03287935256958008,0.030155181884765625,0.059101104736328125,0.046467751061835254,13.720619916915894
D0,458,model_3,185,0.00054931640625,0.006014823913574219,0.03522944450378418,0.03673815727233887,0.024617671966552734,0.07853174209594727,0.04760005046531422,15.738948345184326
D0,459,model_5,55,0.0007464885711669922,0.002057790756225586,0.029193878173828125,0.04326915740966797,0.03520798683166504,0.07526731491088867,0.07614733713368575,29.315844774246216
D0,460,model_6,14,0.0005943775177001953,0.0039882659912109375,0.005339384078979492,0.03792595863342285,0.03153848648071289,0.04784798622131348,0.0524197883076138,5.7091851234436035
D0,461,model_3,20,0.00035500526428222656,0.00923013687133789,0.023392915725708008,0.02927374839782715,0.025530099868774414,0.06225180625915527,0.04809583209163353,13.577180624008179
D0,462,model_3,95,0.00047016143798828125,0.0057239532470703125,0.016280174255371094,0.03767275810241699,0.08877229690551758,0.06014704704284668,0.04625176231214105,12.501871109008789
D0,463,model_2,374,0.000743865966796875,0.0036783218383789062,0.038788557052612305,0.04867720603942871,0.02089095115661621,0.0918879508972168,0.02145303785800934,0.4351365566253662
D0,464,model_3,8,0.0006191730499267578,0.009640216827392578,0.014845609664916992,0.0323793888092041,0.028170347213745117,0.05748438835144043,0.038732178070965934,1.3743784427642822
D0,465,model_5,16,0.0005850791931152344,0.008410215377807617,0.02834606170654297,0.040755510330200195,0.03493452072143555,0.07809686660766602,0.07780541692461286,19.685061931610107
D0,466,model_5,14,0.0005891323089599609,0.002371549606323242,0.029900312423706055,0.036676883697509766,0.03422117233276367,0.06953787803649902,0.0665443468093872,3.3967552185058594
D0,467,model_6,342,0.0006384849548339844,0.005110025405883789,0.010232925415039062,0.07367324829101562,0.03451371192932129,0.08965468406677246,0.05434946051225976,11.6660897731781
D0,468,model_6,374,0.0004973411560058594,0.009913206100463867,0.005103588104248047,0.08187031745910645,0.0280454158782959,0.09738445281982422,0.051581695675849915,0.9226915836334229
D0,469,model_3,12,0.0003380775451660156,0.008107662200927734,0.002374887466430664,0.016120433807373047,0.03213238716125488,0.02694106101989746,0.05053543423612913,19.43254780769348
D0,470,model_5,28,0.0004830360412597656,0.010381460189819336,0.032404184341430664,0.09081053733825684,0.06871461868286133,0.1340792179107666,0.07631913634637992,29.440627574920654
D0,471,model_5,534,0.0015718936920166016,0.005792856216430664,0.021116018295288086,0.09084010124206543,0.06868624687194824,0.11932086944580078,0.07289498003702315,9.304088354110718
D0,472,model_1,29,0.0006923675537109375,0.0030946731567382812,0.0741724967956543,0.02779364585876465,0.06734371185302734,0.10575318336486816,0.03535111496845881,13.680581331253052
D0,473,model_1,320,0.001270294189453125,0.011309623718261719,0.1754598617553711,0.0328061580657959,0.033049583435058594,0.22084593772888184,0.02098788321018219,0.5566520690917969
D0,474,model_2,13,0.0006289482116699219,0.0065915584564208984,0.08065962791442871,0.028043508529663086,0.03529787063598633,0.11592364311218262,0.039204043055337576,9.995342493057251
D0,475,model_5,10,0.0009312629699707031,0.0028977394104003906,0.08942580223083496,0.02426886558532715,0.03855252265930176,0.1175236701965332,0.07080317351777675,4.294910907745361
D0,476,model_3,1245,0.00040721893310546875,0.005661487579345703,0.034210920333862305,0.10477590560913086,0.02853870391845703,0.14505553245544434,0.04060084568826776,1.6878876686096191
D0,477,model_2,11,0.0005133152008056641,0.002516508102416992,0.009783029556274414,0.03699207305908203,0.023363351821899414,0.0498049259185791,0.037840907291699484,7.088213682174683
D0,478,model_6,33,0.0006351470947265625,0.005458354949951172,0.025460004806518555,0.03821229934692383,0.03319740295410156,0.06976580619812012,0.0551554993686513,12.976152658462524
D0,479,model_5,214,0.0006253719329833984,0.008384943008422852,0.0036830902099609375,0.05482316017150879,0.037896156311035156,0.06751656532287598,0.07423023616566378,1.3294305801391602
D0,480,model_5,21,0.0005083084106445312,0.008463144302368164,0.12753081321716309,0.028202533721923828,0.3242611885070801,0.1647047996520996,0.08053248203717746,16.91546106338501
D0,481,model_2,1370,0.0005779266357421875,0.004679441452026367,0.050402164459228516,0.08281397819519043,0.026628732681274414,0.1384735107421875,0.04068577289581299,0.7894458770751953
D0,482,model_6,59,0.0015170574188232422,0.0032927989959716797,0.01227259635925293,0.04148292541503906,0.04587268829345703,0.058565378189086914,0.05553225766528736,4.945404052734375
D0,483,model_3,447,0.0006971359252929688,0.0032813549041748047,0.012469053268432617,0.046389102935791016,0.03841447830200195,0.0628366470336914,0.04501760005950928,0.7831182479858398
D0,484,model_5,265,0.0011947154998779297,0.003030061721801758,0.20899534225463867,0.07701921463012695,0.03408312797546387,0.2902393341064453,0.06401046422811654,3.618783473968506
D0,485,model_3,572,0.0006756782531738281,0.0059125423431396484,0.012681007385253906,0.061481475830078125,0.2733476161956787,0.08075070381164551,0.04064382612705231,0.7310519218444824
D0,486,model_2,393,0.0004496574401855469,0.006859540939331055,0.2416069507598877,0.06887125968933105,0.027048587799072266,0.31778740882873535,0.03561511427857155,3.3806872367858887
D0,487,model_5,481,0.00045108795166015625,0.0037317276000976562,0.05531716346740723,0.08797645568847656,0.0754706859588623,0.1474764347076416,0.04377944767475128,0.8479475975036621
D0,488,model_6,8,0.0003371238708496094,0.007581233978271484,0.022645235061645508,0.042467594146728516,0.03005194664001465,0.07303118705749512,0.054118563809732755,6.946088790893555
D0,489,model_5,13,0.0008289813995361328,0.001094818115234375,0.05897212028503418,0.03137469291687012,0.043154239654541016,0.0922706127166748,0.07418664979437987,28.579944133758545
D0,490,model_4,423,0.00048804283142089844,0.0008115768432617188,0.01435708999633789,0.060660600662231445,0.030267000198364258,0.07631731033325195,0.053306175314861794,1.3023593425750732
D0,491,model_3,863,0.0005476474761962891,0.004719734191894531,0.013622045516967773,0.08929610252380371,0.02340865135192871,0.1081855297088623,0.051579550529519715,19.914732933044434
D0,492,model_4,13,0.0010933876037597656,0.010465383529663086,0.0018603801727294922,0.029729843139648438,0.021882057189941406,0.04314899444580078,0.05308606910208861,20.428199529647827
D0,493,model_5,18,0.0006339550018310547,0.006383180618286133,0.023777008056640625,0.0265960693359375,0.09128928184509277,0.05739021301269531,0.07838644771455969,24.984280586242676
D0,494,model_6,49,0.00040030479431152344,0.002349376678466797,0.08085894584655762,0.029020309448242188,0.1385788917541504,0.11262893676757812,0.06016394558052222,23.21558403968811
D0,495,model_6,24,0.0008668899536132812,0.00589442253112793,0.1605067253112793,0.01658177375793457,0.028610706329345703,0.18384981155395508,0.0599035385043122,18.21481490135193
D0,496,model_2,79,0.0007622241973876953,0.003376007080078125,0.08981776237487793,0.0327761173248291,0.019515037536621094,0.12673211097717285,0.0420672974238793,16.280574321746826
D0,497,model_3,36,0.0007617473602294922,0.0018699169158935547,0.0227963924407959,0.038170814514160156,0.023781299591064453,0.0635988712310791,0.050826764254836565,16.429816961288452
D0,498,model_2,10,0.00037097930908203125,0.0012154579162597656,0.01465153694152832,0.032808780670166016,0.019483566284179688,0.04904675483703613,0.03633331464341849,4.445377826690674
D0,499,model_5,9,0.0006856918334960938,0.00794672966003418,0.4679868221282959,0.0707089900970459,0.03299450874328613,0.5473282337188721,0.07730214695455177,24.588295936584473
D0,500,model_3,176,0.0005209445953369141,0.010092735290527344,0.022209644317626953,0.03859090805053711,0.03183794021606445,0.07141423225402832,0.047098442912101746,0.8249893188476562
D0,501,model_6,683,0.0003693103790283203,0.0027234554290771484,0.004341840744018555,0.09971475601196289,0.42779994010925293,0.10714936256408691,0.05796882510185242,1.0346505641937256
D0,502,model_6,448,0.0007722377777099609,0.004063844680786133,0.07175803184509277,0.07098245620727539,0.0806131362915039,0.14757657051086426,0.05956792445317936,14.860853910446167
D0,503,model_2,18,0.00079345703125,0.011139869689941406,0.05724954605102539,0.025490999221801758,0.019232511520385742,0.09467387199401855,0.042124499256412186,16.2704815864563
D0,504,model_4,153,0.0005044937133789062,0.003700733184814453,0.0061817169189453125,0.04355645179748535,0.02655649185180664,0.05394339561462402,0.04365227335975284,0.9706411361694336
D0,505,model_3,476,0.0005230903625488281,0.004334449768066406,0.018113136291503906,0.053206443786621094,0.037081003189086914,0.07617712020874023,0.036069005727767944,0.6532812118530273
D0,506,model_6,26,0.0007371902465820312,0.004035234451293945,0.02721381187438965,0.03184032440185547,0.07822346687316895,0.0638265609741211,0.05485651954527824,3.464930772781372
D0,507,model_6,111,0.0007185935974121094,0.0006039142608642578,0.027006149291992188,0.031865835189819336,0.07819962501525879,0.06019449234008789,0.059412544930887504,20.379284858703613
D0,508,model_5,621,0.0006563663482666016,0.009620189666748047,0.13728594779968262,0.21561765670776367,0.027513504028320312,0.36318016052246094,0.033688873052597046,0.9022021293640137
D0,509,model_5,116,0.00054931640625,0.0027604103088378906,0.08367228507995605,0.21565842628479004,0.027474641799926758,0.302640438079834,0.07424892360965411,28.81422710418701
D0,510,model_5,769,0.0005483627319335938,0.0072710514068603516,0.008290290832519531,0.2156693935394287,0.027465343475341797,0.2317790985107422,0.03375190496444702,0.7718095779418945
D0,511,model_3,579,0.0005931854248046875,0.003727436065673828,0.08422303199768066,0.05349159240722656,0.024134397506713867,0.14203524589538574,0.042540554816906266,2.3541440963745117
D0,512,model_4,19,0.0006496906280517578,0.0033042430877685547,0.008675575256347656,0.033615827560424805,0.0791478157043457,0.04624533653259277,0.05203678445576767,14.564508199691772
D0,513,model_1,197,0.00041961669921875,0.0014777183532714844,0.016341447830200195,0.028488636016845703,0.026131391525268555,0.04672741889953613,0.01954308577946254,0.5939338207244873
D0,514,model_4,263,0.0004634857177734375,0.001531839370727539,0.011698722839355469,0.051856040954589844,0.02541375160217285,0.06555008888244629,0.023161113262176514,0.4361279010772705
D0,515,model_3,768,0.0004019737243652344,0.006093025207519531,0.019591569900512695,0.08076596260070801,0.026046037673950195,0.10685253143310547,0.04404510300734948,1.3841605186462402
D0,516,model_5,30,0.0006909370422363281,0.0037102699279785156,0.0833430290222168,0.0335695743560791,0.1161806583404541,0.12131381034851074,0.07390830169121425,28.50210165977478
D0,517,model_6,16,0.0007545948028564453,0.0077211856842041016,0.05860757827758789,0.027058124542236328,0.05053591728210449,0.09414148330688477,0.05543339252471924,6.96788215637207
D0,518,model_5,116,0.000766754150390625,0.004008293151855469,0.05062556266784668,0.03359508514404297,0.11615729331970215,0.08899569511413574,0.07662526694211093,8.517775058746338
D0,519,model_2,14,0.0005064010620117188,0.0058765411376953125,0.06960630416870117,0.0302584171295166,0.016855955123901367,0.1062476634979248,0.03976902817234849,6.668137311935425
D0,520,model_6,15,0.0007171630859375,0.007171154022216797,0.007039546966552734,0.04197263717651367,0.030647993087768555,0.0569005012512207,0.055628367832728794,5.119081974029541
D0,521,model_6,16,0.0005609989166259766,0.006212711334228516,0.2503225803375244,0.05617785453796387,0.04158782958984375,0.3132741451263428,0.060787704345342274,18.306434631347656
D0,522,model_4,41,0.0007982254028320312,0.00839996337890625,0.21005654335021973,0.05560159683227539,0.03341078758239746,0.2748563289642334,0.030064254999160767,0.7558844089508057
D0,523,model_6,411,0.0017669200897216797,0.008994817733764648,0.12243390083312988,0.05621051788330078,0.041556358337402344,0.189406156539917,0.03388863801956177,0.7316243648529053
D0,524,model_3,72,0.0004956722259521484,0.003464221954345703,0.15302586555480957,0.06832361221313477,0.0742635726928711,0.2253093719482422,0.051733057325085006,20.090803384780884
D0,525,model_4,24,0.0006036758422851562,0.0023496150970458984,0.10332679748535156,0.05563664436340332,0.033376455307006836,0.16191673278808594,0.05220772681221504,17.025012493133545
D0,526,model_3,816,0.0006041526794433594,0.009276628494262695,0.09958338737487793,0.06835722923278809,0.07423090934753418,0.17782139778137207,0.05173499075074991,20.044057846069336
D0,527,model_4,25,0.0007624626159667969,0.005301237106323242,0.0412139892578125,0.0505068302154541,0.02488565444946289,0.09778451919555664,0.024723678827285767,0.4933633804321289
D0,528,model_5,13,0.0006220340728759766,0.006925821304321289,0.030032634735107422,0.0378725528717041,0.21772003173828125,0.07545304298400879,0.07495959401130677,27.060906887054443
D0,529,model_3,14,0.0005352497100830078,0.007566690444946289,0.01764082908630371,0.03204488754272461,0.026769161224365234,0.05778765678405762,0.052538916347472646,19.444647789001465
D0,530,model_5,17,0.0004961490631103516,0.0007557868957519531,0.014540433883666992,0.038105010986328125,0.17884278297424316,0.05389738082885742,0.07496942298999731,25.91834831237793
D0,531,model_5,417,0.0006601810455322266,0.00601959228515625,0.03311967849731445,0.0861046314239502,0.09034037590026855,0.12590408325195312,0.07094061759210402,2.3250632286071777
D0,532,model_5,72,0.0018725395202636719,0.005567073822021484,0.08754611015319824,0.041432857513427734,0.047917842864990234,0.13641858100891113,0.0803102832694241,18.52747344970703
D0,533,model_3,60,0.0004088878631591797,0.006558895111083984,0.024918317794799805,0.03215146064758301,0.029517650604248047,0.06403756141662598,0.052047782888015114,20.05038619041443
D0,534,model_6,1372,0.0009963512420654297,0.0005967617034912109,0.04446721076965332,0.1958913803100586,0.02452564239501953,0.24195170402526855,0.044276099455984014,1.0831975936889648
D0,535,model_5,490,0.00039458274841308594,0.0008196830749511719,0.23148417472839355,0.1542649269104004,0.03793501853942871,0.3869633674621582,0.07980776786804199,10.362934350967407
D0,536,model_5,447,0.0007960796356201172,0.005908966064453125,0.10348677635192871,0.15429115295410156,0.03790998458862305,0.2644829750061035,0.08007418301145909,9.713236570358276
D0,537,model_3,49,0.00048732757568359375,0.006623268127441406,0.025714635848999023,0.03896450996398926,0.024922847747802734,0.07178974151611328,0.050072335485202166,3.426636219024658
D0,538,model_2,261,0.0006728172302246094,0.011302709579467773,0.13758325576782227,0.06100058555603027,0.019521713256835938,0.21055936813354492,0.021673977375030518,0.5573430061340332
D0,539,model_3,1529,0.0008971691131591797,0.00493311882019043,0.027273893356323242,0.12582707405090332,0.02295374870300293,0.15893125534057617,0.054937317967414856,1.0379283428192139
D0,540,model_1,18,0.00045299530029296875,0.009804964065551758,0.08151125907897949,0.0275726318359375,0.0742943286895752,0.11934185028076172,0.03880756567506229,10.674999713897705
D0,541,model_2,81,0.0009706020355224609,0.010530710220336914,0.018730878829956055,0.027487754821777344,0.07165241241455078,0.05771994590759277,0.04418494179844856,17.02473759651184
D0,542,model_6,14,0.0005865097045898438,0.00418543815612793,0.09185290336608887,0.030661582946777344,0.03807973861694336,0.12728643417358398,0.05992264407021659,7.677539587020874
D0,543,model_4,62,0.0004973411560058594,0.008109569549560547,0.47722339630126953,0.061830759048461914,0.17189955711364746,0.5476610660552979,0.052774411315719284,20.813035011291504
D0,544,model_3,155,0.0010974407196044922,0.009766578674316406,0.004041433334350586,0.03726792335510254,0.028836488723754883,0.05217337608337402,0.05368446186184883,20.667006731033325
D0,545,model_3,8,0.0005908012390136719,0.004388332366943359,0.21057987213134766,0.0273897647857666,0.030407428741455078,0.2429487705230713,0.05122494478838159,11.409986734390259
D0,546,model_4,1006,0.0006709098815917969,0.009561538696289062,0.23689603805541992,0.07381820678710938,0.0905001163482666,0.32094669342041016,0.05389800174630803,15.304591178894043
D0,547,model_3,11,0.0005934238433837891,0.0013115406036376953,0.1251358985900879,0.027425765991210938,0.03037261962890625,0.1544666290283203,0.05294202330211798,20.484203577041626
D0,548,model_4,33,0.0006253719329833984,0.005327463150024414,0.050813913345336914,0.032715559005737305,0.03003525733947754,0.08948230743408203,0.05207835800793706,12.848680019378662
D0,549,model_5,3008,0.0009267330169677734,0.009023904800415039,0.09477972984313965,0.3994121551513672,0.260387659072876,0.5041425228118896,0.08013493399466237,10.440874338150024
D0,550,model_5,353,0.0008330345153808594,0.009977340698242188,0.4177572727203369,0.05372786521911621,0.13425421714782715,0.48229551315307617,0.08423616916318483,13.79161024093628
D0,551,model_3,95,0.0007221698760986328,0.007700681686401367,0.020278215408325195,0.03191828727722168,0.02545642852783203,0.060619354248046875,0.05585847996376656,4.1941468715667725
D0,552,model_6,286,0.0006124973297119141,0.007237672805786133,0.010290861129760742,0.07606697082519531,0.028143882751464844,0.0942080020904541,0.06288444539333912,14.872052669525146
D0,553,model_3,286,0.0007522106170654297,0.011019468307495117,0.0799098014831543,0.03336167335510254,0.09511494636535645,0.12504315376281738,0.05311907159871068,6.286855459213257
D0,554,model_3,63,0.0007498264312744141,0.0015146732330322266,0.027060508728027344,0.022143840789794922,0.031591176986694336,0.051468849182128906,0.05128100514411926,7.025685548782349
D0,555,model_6,442,0.000637054443359375,0.007627248764038086,0.004002809524536133,0.0882108211517334,0.32422876358032227,0.10047793388366699,0.05027569830417633,0.9048891067504883
D0,556,model_3,267,0.0005817413330078125,0.0022361278533935547,0.0021736621856689453,0.04124093055725098,0.3154635429382324,0.04623246192932129,0.053904035152533114,8.455261945724487
D0,557,model_2,22,0.0007221698760986328,0.004018545150756836,0.2951622009277344,0.04056191444396973,0.021486997604370117,0.34046483039855957,0.04118752479553223,3.6354668140411377
D0,558,model_5,258,0.0007371902465820312,0.0030694007873535156,0.06118154525756836,0.07622790336608887,0.03445577621459961,0.14121603965759277,0.05644276738166809,1.0443003177642822
D0,559,model_4,9,0.0009098052978515625,0.00788569450378418,0.018143892288208008,0.03148031234741211,0.02865290641784668,0.05841970443725586,0.04636155083065941,4.926382541656494
D0,560,model_5,616,0.0005617141723632812,0.003158092498779297,0.027471303939819336,0.11513471603393555,0.07619428634643555,0.14632582664489746,0.06941506441901713,1.3263819217681885
D0,561,model_5,80,0.0004899501800537109,0.007471799850463867,0.05836033821105957,0.04418754577636719,0.031053543090820312,0.11050963401794434,0.07797038927674294,30.05113911628723
D0,562,model_3,12,0.0005178451538085938,0.002008676528930664,0.0017197132110595703,0.03400230407714844,0.02390003204345703,0.038248538970947266,0.05673431249765249,7.4137091636657715
D0,563,model_3,755,0.0005183219909667969,0.006057262420654297,0.1511533260345459,0.046750783920288086,0.1831049919128418,0.20447969436645508,0.05472443207450535,12.791099071502686
D0,564,model_1,642,0.0006611347198486328,0.0020024776458740234,0.07682418823242188,0.06357073783874512,0.07976865768432617,0.14305853843688965,0.03749897641440233,14.542665481567383
D0,565,model_2,9,0.0005786418914794922,0.0048940181732177734,0.18799829483032227,0.043276309967041016,0.07299327850341797,0.23674726486206055,0.04614766997595628,17.957452535629272
D0,566,model_3,25,0.0006456375122070312,0.010644197463989258,0.17701482772827148,0.028005361557006836,0.026589393615722656,0.2163100242614746,0.05318101055650826,13.458381652832031
D0,567,model_2,586,0.0005364418029785156,0.0035996437072753906,0.1445019245147705,0.04330921173095703,0.07296156883239746,0.19194722175598145,0.047576576471328735,0.9531724452972412
D0,568,model_2,15,0.0008554458618164062,0.003133058547973633,0.14417743682861328,0.0433194637298584,0.0729525089263916,0.19148540496826172,0.04614936870833238,17.912842988967896
D0,569,model_2,550,0.0005254745483398438,0.005210161209106445,0.1581556797027588,0.05002188682556152,0.01981067657470703,0.2139132022857666,0.04432074725627899,0.9230451583862305
D0,570,model_3,45,0.0006518363952636719,0.003354310989379883,0.0025551319122314453,0.035126686096191406,0.023474931716918945,0.041687965393066406,0.052473537623882294,20.191526412963867
D0,571,model_5,345,0.00038242340087890625,0.006091594696044922,0.13624835014343262,0.07878398895263672,0.04191184043884277,0.22150635719299316,0.04592865705490112,0.9563648700714111
D0,572,model_3,10,0.0005249977111816406,0.009914398193359375,0.01137232780456543,0.03734540939331055,0.22239089012145996,0.05915713310241699,0.05271758752710679,16.190738916397095
D0,573,model_6,22,0.0008578300476074219,0.01069951057434082,0.03753924369812012,0.03847789764404297,0.025580167770385742,0.08757448196411133,0.06264683444804126,15.310755252838135
D0,574,model_3,1618,0.0006732940673828125,0.009000539779663086,0.020676612854003906,0.12724733352661133,0.023601770401000977,0.15759778022766113,0.05194577326377233,20.104774713516235
D0,575,model_5,165,0.0007236003875732422,0.001960277557373047,0.018214702606201172,0.0635232925415039,0.03488469123840332,0.08442187309265137,0.07698274913587068,7.397783041000366
D0,576,model_3,284,0.0006103515625,0.004593372344970703,0.13918328285217285,0.0772089958190918,0.12231945991516113,0.22159600257873535,0.0527247688438319,12.717366218566895
D0,577,model_2,262,0.00048732757568359375,0.0038352012634277344,0.03552651405334473,0.035584211349487305,0.11243391036987305,0.07543325424194336,0.04640017015238603,17.89309859275818
D0,578,model_2,200,0.0005700588226318359,0.0011515617370605469,0.010885953903198242,0.03662610054016113,0.016828060150146484,0.04923367500305176,0.046052027493715286,17.73321223258972
D0,579,model_3,769,0.00044274330139160156,0.0063629150390625,0.01044774055480957,0.08551692962646484,0.026197195053100586,0.10277032852172852,0.04195915162563324,0.7741167545318604
D0,580,model_2,67,0.0008351802825927734,0.01003122329711914,0.011346101760864258,0.03591108322143555,0.06833720207214355,0.05812358856201172,0.04595233438201764,10.029780149459839
D0,581,model_2,492,0.00048613548278808594,0.009730815887451172,0.03950953483581543,0.04467201232910156,0.020596981048583984,0.09439849853515625,0.053723951665366566,2.2970805168151855
D0,582,model_6,72,0.0005383491516113281,0.010244607925415039,0.1446819305419922,0.043422698974609375,0.03132009506225586,0.19888758659362793,0.06767015593747298,26.184227466583252
D0,583,model_2,31,0.0003952980041503906,0.009317398071289062,0.025870561599731445,0.025669336318969727,0.02811264991760254,0.061252593994140625,0.044308908714735806,5.422630548477173
D0,584,model_6,116,0.0003750324249267578,0.0054547786712646484,0.03490948677062988,0.042083024978637695,0.02962970733642578,0.08282232284545898,0.0634814127436224,16.905396699905396
D0,585,model_5,423,0.0006957054138183594,0.005833864212036133,0.012636184692382812,0.08359241485595703,0.033043622970581055,0.10275816917419434,0.08964575765033563,34.526729106903076
D0,586,model_4,136,0.0004494190216064453,0.009392261505126953,0.01590132713317871,0.043517351150512695,0.0774989128112793,0.0692603588104248,0.05827512911387852,4.964371204376221
